Type,Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
,Poste,14740,élément décomposé par gaz,Valide générique,Traitement des eaux usées,en station d'épuration,part N2O,Process et émissions fugitives > Déchets > Traitement des eaux usées > Eaux usées urbaines,"nitritication / dénitrification, eaux usées",kgCO2e/kg NTK,ADEME,,,ASTEE,France continentale,France continentale,Octobre 2014,Septembre 2018,déc-21,400%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Total Non Décomposé,,0.193,0,0,0,0.193,,,,,,,,,,,0,0
,Poste,14741,élément décomposé par gaz,Valide générique,Traitement des eaux usées,en station d'épuration,part CH4,Process et émissions fugitives > Déchets > Traitement des eaux usées > Eaux usées urbaines,eaux usées,kgCO2e/kg DCO éliminée,ADEME,,,ASTEE,France continentale,France continentale,Octobre 2014,Septembre 2018,déc-21,50%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Total Non Décomposé,,5.60E-3,0,0,5.60E-3,0,,,,,,,,,,,0,0
,Elément,22021,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie stockage,,Traitement des déchets > Déchets organiques > Papiers,"centre de stockage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,1018,33,985,0,0,,,,,,,,,,,0,579
,Poste,22021,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie stockage,,Traitement des déchets > Déchets organiques > Papiers,"centre de stockage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22021,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie stockage,,Traitement des déchets > Déchets organiques > Papiers,"centre de stockage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,centre de stockage,15,15,0,0,0,,,,,,,,,,,0,0
,Poste,22021,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie stockage,,Traitement des déchets > Déchets organiques > Papiers,"centre de stockage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Fuites,CH4 et CO2 non capté,985,0,985,0,0,,,,,,,,,,,0,344
,Poste,22021,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie stockage,,Traitement des déchets > Déchets organiques > Papiers,"centre de stockage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Incinération,CH4 capté,0,0,0,0,0,,,,,,,,,,,0,234
,Elément,22022,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie incinération,,Traitement des déchets > Déchets organiques > Papiers,"incinération, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,46.6,36,0,0,10.6,,,,,,,,,,,0,1393
,Poste,22022,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie incinération,,Traitement des déchets > Déchets organiques > Papiers,"incinération, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22022,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie incinération,,Traitement des déchets > Déchets organiques > Papiers,"incinération, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,incinérateur,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22022,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie incinération,,Traitement des déchets > Déchets organiques > Papiers,"incinération, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Incinération,,10.6,0,0,0,10.6,,,,,,,,,,,0,1393
,Elément,22023,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie compost,,Traitement des déchets > Déchets organiques > Papiers,"compostage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,86.7,36,8.07,0,42.7,,,,,,,,,,,0,540
,Poste,22023,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie compost,,Traitement des déchets > Déchets organiques > Papiers,"compostage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22023,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie compost,,Traitement des déchets > Déchets organiques > Papiers,"compostage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,composteur,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22023,élément décomposé par poste et par gaz,Valide générique,Papier,fin de vie compost,,Traitement des déchets > Déchets organiques > Papiers,"compostage, papier fin de vie",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Fuites,,50.7,0,8.07,0,42.7,,,,,,,,,,,0,540
,Poste,22024,élément décomposé par gaz,Valide générique,Papier,fin de vie moyenne,,Traitement des déchets > Déchets organiques > Papiers,papier fin de vie,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Total Non Décomposé,,43.1,33.6,9.48,0,7.46E-3,,,,,,,,,,,0,345
,Elément,22025,élément non décomposé,Valide générique,Emissions évitées,"papier, fin de vie stockage",,Traitement des déchets > Déchets organiques > Papiers,emissions évitées papier,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-23.8,,,,,,,,,,,,,,,,
,Elément,22026,élément non décomposé,Valide générique,Emissions évitées,"papier, fin de vie incinération",,Traitement des déchets > Déchets organiques > Papiers,emissions évitées papier,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-267,,,,,,,,,,,,,,,,
,Elément,22027,élément non décomposé,Valide générique,Emissions évitées,"papier, fin de vie compost",,Traitement des déchets > Déchets organiques > Papiers,emissions évitées papier,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
,Elément,22028,élément non décomposé,Valide générique,Emissions évitées,"papier, fin de vie moyenne",,Traitement des déchets > Déchets organiques > Papiers,emissions évitées papier,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-43.3,,,,,,,,,,,,,,,,
,Elément,22029,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie stockage,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, centre de stockage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Avril 2019,Décembre 2017,,,,,,,,,,,<p>Le stockage considéré capte le méthane</p>,,,162,33,129,0,0,,,,,,,,,,,0,558
,Poste,22029,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie stockage,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, centre de stockage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Avril 2019,Décembre 2017,,,,,,,,,,,<p>Le stockage considéré capte le méthane</p>,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22029,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie stockage,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, centre de stockage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Avril 2019,Décembre 2017,,,,,,,,,,,<p>Le stockage considéré capte le méthane</p>,Traitement,centre de stockage,15,15,0,0,0,,,,,,,,,,,0,0
,Poste,22029,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie stockage,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, centre de stockage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Avril 2019,Décembre 2017,,,,,,,,,,,<p>Le stockage considéré capte le méthane</p>,Fuites,CH4 et CO2 non capté,129,0,129,0,0,,,,,,,,,,,0,332
,Poste,22029,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie stockage,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, centre de stockage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Avril 2019,Décembre 2017,,,,,,,,,,,<p>Le stockage considéré capte le méthane</p>,Incinération,CH4 capté,0,0,0,0,0,,,,,,,,,,,0,226
,Elément,22030,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie incinération,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, incinération",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,46.6,36,0,0,10.6,,,,,,,,,,,0,1393
,Poste,22030,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie incinération,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, incinération",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22030,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie incinération,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, incinération",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,incinérateur,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22030,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie incinération,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, incinération",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Incinération,,10.6,0,0,0,10.6,,,,,,,,,,,0,1393
,Elément,22031,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie compost,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, compostage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,86.7,36,8.07,0,42.7,,,,,,,,,,,0,540
,Poste,22031,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie compost,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, compostage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22031,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie compost,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, compostage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,composteur,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22031,élément décomposé par poste et par gaz,Valide générique,Carton,fin de vie compost,,Traitement des déchets > Déchets organiques > Cartons,"carton fin de vie, compostage",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Fuites,,50.7,0,8.07,0,42.7,,,,,,,,,,,0,540
,Poste,22032,élément décomposé par gaz,Valide générique,Carton,fin de vie moyenne,,Traitement des déchets > Déchets organiques > Cartons,carton fin de vie,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Total Non Décomposé,,37.9,33.3,4.57,0,3.73E-3,,,,,,,,,,,0,170
,Elément,22033,élément non décomposé,Valide générique,Emissions évitées,"carton, fin de vie stockage",,Traitement des déchets > Déchets organiques > Cartons,emissions évitées carton,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-22.9,,,,,,,,,,,,,,,,
,Elément,22034,élément non décomposé,Valide générique,Emissions évitées,"carton, fin de vie incinération",,Traitement des déchets > Déchets organiques > Cartons,emissions évitées carton,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-289,,,,,,,,,,,,,,,,
,Elément,22035,élément non décomposé,Valide générique,Emissions évitées,"carton, fin de vie compost",,Traitement des déchets > Déchets organiques > Cartons,emissions évitées carton,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
,Elément,22036,élément non décomposé,Valide générique,Emissions évitées,"carton, fin de vie moyenne",,Traitement des déchets > Déchets organiques > Cartons,emissions évitées carton,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-23.1,,,,,,,,,,,,,,,,
,Elément,22037,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie stockage,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"centre de stockage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,649,33,616,0,0,,,,,,,,,,,0,362
,Poste,22037,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie stockage,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"centre de stockage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22037,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie stockage,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"centre de stockage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,centre de stockage,15,15,0,0,0,,,,,,,,,,,0,0
,Poste,22037,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie stockage,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"centre de stockage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Fuites,CH4 et CO2 non capté,616,0,616,0,0,,,,,,,,,,,0,215
,Poste,22037,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie stockage,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"centre de stockage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Incinération,CH4 capté,0,0,0,0,0,,,,,,,,,,,0,146
,Elément,22038,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie incinération,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"incinération, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,46.6,36,0,0,10.6,,,,,,,,,,,0,523
,Poste,22038,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie incinération,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"incinération, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22038,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie incinération,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"incinération, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Traitement,incinérateur,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22038,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie incinération,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"incinération, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Incinération,,10.6,0,0,0,10.6,,,,,,,,,,,0,523
,Elément,22039,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie compost (industriel),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2017,déc-17,,,,,,,,,,,,,,86.7,36,8.07,0,42.7,,,,,,,,,,,0,540
,Poste,22039,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie compost (industriel),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2017,déc-17,,,,,,,,,,,,Collecte,,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22039,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie compost (industriel),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2017,déc-17,,,,,,,,,,,,Traitement,composteur,18,18,0,0,0,,,,,,,,,,,0,0
,Poste,22039,élément décomposé par poste et par gaz,Valide générique,Déchets alimentaires,fin de vie compost (industriel),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet alimentaire",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2017,déc-17,,,,,,,,,,,,Fuites,,50.7,0,8.07,0,42.7,,,,,,,,,,,0,540
,Poste,22040,élément décomposé par gaz,Valide générique,Déchets alimentaires,fin de vie moyenne,,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,déchet alimentaire,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,Total Non Décomposé,,48.1,34.4,13.7,0,0.0274,,,,,,,,,,,0,426
,Elément,22041,élément non décomposé,Valide générique,Emissions évitées,"déchets alimentaires, fin de vie stockage",,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,emissions évitées déchets alimentaires,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-14.8,,,,,,,,,,,,,,,,
,Elément,22042,élément non décomposé,Valide générique,Emissions évitées,"déchets alimentaires, fin de vie incinération",,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,emissions évitées déchets alimentaires,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,,,,,,,,,,,,,,-97.3,,,,,,,,,,,,,,,,
,Elément,22043,élément non décomposé,Valide générique,Emissions évitées,"déchets alimentaires, fin de vie compost (industriel)",,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,emissions évitées déchets alimentaires,kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2017,déc-17,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
